epoch,angioma_dice,bg_dice,cyst_dice,hcc_dice,loss,val_angioma_dice,val_bg_dice,val_cyst_dice,val_hcc_dice,val_loss
0,1.0,0.9550136,0.28713107,0.6331588,0.004078967794149214,1.0,0.8320352,0.124919094,0.557054,0.008046865751092777
1,1.0,0.96912545,0.28808776,0.7370314,0.003091299443748763,1.0,0.7687289,0.12750809,0.49698535,0.011508656195500523
2,1.0,0.975868,0.28195018,0.7869617,0.0025900973330613315,1.0,0.8115322,0.11779935,0.53861284,0.010042829884812959
3,1.0,0.9798811,0.22999868,0.8161575,0.002289247454083804,1.0,0.81484604,0.07508091,0.54206604,0.010078616563568319
4,1.0,0.9828554,0.17748298,0.8407082,0.0020576740969260672,1.0,0.85809314,0.02394822,0.59641415,0.008382063658009841
5,1.0,0.98462,0.13161527,0.85398054,0.001904590656566521,1.0,0.8204699,0.0006804094,0.54908884,0.01036669136986474
6,1.0,0.9859008,0.10080367,0.8649329,0.0017953058111207939,1.0,0.940698,0.0034751785,0.7631748,0.004353784835629141
7,1.0,0.9866068,0.08803901,0.87131995,0.0017352095724588654,1.0,0.8531252,0.00040982084,0.59210575,0.008892798032852728
8,1.0,0.9881067,0.07248806,0.8839002,0.001605186496359976,1.0,0.9231978,0.0007821834,0.7198976,0.005309200144906357
9,1.0,0.98877364,0.05989874,0.88929355,0.0015400466920733676,1.0,0.8705033,0.0011870529,0.61888963,0.008225152908272824
10,1.0,0.9893182,0.062301926,0.89344263,0.0014898166427018734,1.0,0.86091095,0.00053593324,0.60496116,0.009000897017822971
11,1.0,0.9898269,0.05742684,0.8976457,0.0014353216009156294,1.0,0.91845584,0.0011408472,0.7093925,0.005668228852613844
12,1.0,0.990166,0.055345315,0.9007582,0.0014109524797641614,1.0,0.8599784,0.00063276646,0.60402274,0.008805357841443283
13,1.0,0.9905517,0.05480428,0.90522474,0.0013633978635183743,1.0,0.8824613,0.0007237796,0.6408105,0.00784810750163537
14,1.0,0.990902,0.054589625,0.9067356,0.0013242413888896064,1.0,0.9075328,0.0022646368,0.6876487,0.006384678588709929
15,1.0,0.9912929,0.053255714,0.9117094,0.0012876465427807736,1.0,0.9310972,0.003049155,0.74475217,0.005134129104080902
16,1.0,0.9916313,0.054381143,0.9140751,0.0012500872508915673,1.0,0.9501023,0.0053270566,0.7966015,0.0040634845649449814
17,1.0,0.99174863,0.05399159,0.91610545,0.0012276703820052492,1.0,0.93805623,0.005400375,0.7656766,0.004872004103449001
18,1.0,0.9919771,0.055989534,0.9186027,0.0012016743762808992,1.0,0.904825,0.0043574017,0.68392235,0.006543442985030874
19,1.0,0.9921046,0.05665,0.91926354,0.0011817830833672676,1.0,0.92768174,0.006409042,0.7374843,0.0054583808006326935
20,1.0,0.9923387,0.06064293,0.92109466,0.0011524565664240629,1.0,0.9435418,0.008859681,0.7786298,0.004593280765143582
21,1.0,0.99248135,0.06337201,0.923025,0.0011377531972389077,1.0,0.9217481,0.005558922,0.7238729,0.0059082450426536275
22,1.0,0.9927217,0.06524332,0.92521316,0.0011029356119566006,1.0,0.9654673,0.016311783,0.8522558,0.003156250501902997
23,1.0,0.9924674,0.07116892,0.9231716,0.0011231317528296115,1.0,0.91806555,0.0055054883,0.73674333,0.006238433664354185
24,1.0,0.99294585,0.07903653,0.9275465,0.0010638953592918983,1.0,0.9449033,0.009144007,0.78753096,0.004632003886570919
25,1.0,0.99313194,0.08570125,0.9298124,0.0010420258721053912,1.0,0.96455103,0.018468767,0.8473224,0.003284900309970078
26,1.0,0.9931317,0.09375499,0.9305043,0.0010361661974649023,1.0,0.9458083,0.012540066,0.7909018,0.0044726221605195
27,1.0,0.99336433,0.09994435,0.93200374,0.0010084970010432336,1.0,0.9627473,0.021496002,0.8422048,0.003470437445008711
28,1.0,0.9934093,0.10974199,0.9335221,0.0009915968295159095,1.0,0.9284139,0.00919076,0.75239074,0.0057387641007171095
29,1.0,0.99349374,0.115770005,0.93436545,0.0009829992960167606,1.0,0.955881,0.019587608,0.8218648,0.003950362824262225
30,1.0,0.99357456,0.12417854,0.93492866,0.0009592819041844779,1.0,0.94744706,0.016988847,0.7999374,0.00449137964050819
31,1.0,0.9936488,0.13237676,0.93614507,0.0009456087978279551,1.0,0.95646125,0.020589402,0.823535,0.0039117875708640825
32,1.0,0.99368006,0.13690276,0.93615484,0.0009413589723625843,1.0,0.96151847,0.031929724,0.8410212,0.0035115736933021193
33,1.0,0.9938041,0.14600638,0.93713486,0.0009189263135326319,1.0,0.9479391,0.017179545,0.80419785,0.004527416068632577
34,1.0,0.9939355,0.1574576,0.93856144,0.0008989525145185348,1.0,0.9526321,0.022851758,0.8200428,0.00417555184796766
35,1.0,0.9939485,0.16094705,0.9389379,0.0008844142862718356,1.0,0.96066076,0.026328586,0.84598684,0.0036112601956967447
36,1.0,0.99397767,0.16903566,0.93946105,0.0008781781780613481,1.0,0.96062475,0.024069438,0.8466161,0.00360724154391106
37,1.0,0.9940635,0.17701757,0.9400587,0.0008601041534059202,1.0,0.9683738,0.032443948,0.86324686,0.0031982175501373907
38,1.0,0.99411184,0.17863509,0.9413871,0.000848862563741278,1.0,0.96915984,0.0374114,0.87046015,0.0032043268633584424
39,1.0,0.99359953,0.17098057,0.9368764,0.0009035087021017251,1.0,0.9708371,0.038363475,0.8730181,0.002999976728055747
40,1.0,0.99417573,0.1917974,0.9417736,0.000824916468386173,1.0,0.96504533,0.03843988,0.85385513,0.003260391715177091
