epoch,angioma_dice,bg_dice,cyst_dice,hcc_dice,loss,val_angioma_dice,val_bg_dice,val_cyst_dice,val_hcc_dice,val_loss
0,1.0,0.6533779,0.005623389,0.3687729,0.01397370707693716,1.0,0.009283472,0.008072503,0.17791784,0.08453018094102542
1,1.0,0.89819425,0.0007069334,0.5087646,0.007769537495836715,1.0,0.13928567,0.0035083403,0.4142692,0.028948138157526653
2,1.0,0.94081575,3.9898512e-10,0.49037492,0.0060941797693653795,1.0,0.42310384,0.0018553267,0.42575276,0.016778452632327873
3,1.0,0.94721234,1.1248959e-10,0.5577189,0.005290079940010437,1.0,0.78081125,0.0010564135,0.43098328,0.011553731436530748
4,1.0,0.94602454,8.189882e-09,0.54845303,0.005183240923805525,1.0,0.8072443,3.07449e-05,0.46346268,0.009753643690298
5,1.0,0.95089823,9.833624e-06,0.54223585,0.005088995585855622,1.0,0.82362133,1.1008355e-10,0.49505794,0.00900572802250584
